timestamp,survey_id,agent_id,city_id,collection_channel,gender,birth_date,arrival_date,district_id,engagement_feeling,media_source,social_media,messaging_app,agent_category,agent_type,influencers,relationship_cat1,relationship_cat2,relationship_cat3,relationship_cat4,meeting_place,opinion_share,opinion_change,engagement_wish,engagement_type,engagement_freq,engagement_score
2020/06/08 3:18:42 PM UTC+3,124,124,Tallinn,Survey,Man,1968-05-23,1968-05-23,Põhja-Tallinn,2,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );d. Infoveebilehtedest ja internetist;meeting people in Meetups (until COV theer used to be a 2 - 3 free Meetups per week)",c. YouTube;e. LinkedIn,only e-mail and LinkedIn comments/messaging,3. Erasektor,"i. Sõltumatu disainer, arhitekt või arendaja","f. Erateadustegevus ja innovatsioon;i. Sõltumatu disainer, arhitekt või arendaja",Vastu (halb suhe ja vastasseis otsuste tegemises),Neutraalne,Neutraalne,Vastu (halb suhe ja vastasseis otsuste tegemises),c. Innovatsiooni ja startupid tugistruktuur;g. Online (veebifoorumid ja rakendused);participating in Meetups. This has been now going on from dec. 2017,5,3,b. Ei,"a. Online-uuringud;b. Õpitoad;c. Vestlus telefoni, veebikõne või kohtumise teel",c. Üks tund nädalas,
2020/06/08 8:03:39 PM UTC+3,125,125,Tallinn,Survey,Man,1991-09-17,1991-09-17,Põhja-Tallinn,2,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist;i. Televisioonist;j. Linnavolikogust",a. Facebook,e. Telegram,3. Erasektor,g. Suur ettevõtte (IT või ehitustööstus),a. Riiklik valitsus,Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),a. Naabrusühendused ja linnaosaüritused;g. Online (veebifoorumid ja rakendused),4,4,a. Jah,a. Online-uuringud;b. Õpitoad;d. Mobiilse hääletamise rakendus,d. Üks tund kuus,
2020/06/09 9:03:34 AM UTC+3,126,126,Tallinn,Survey,Man,1993-02-07,2012-08-20,Kesklinn,5,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist",a. Facebook;b. Twitter;c. YouTube;d. Medium;e. LinkedIn;f. Instagram,b. Whatsapp;d. Slack,3. Erasektor,"h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte","j. Rohujuuretasandi liikumine, kohalik ühing ja mittetulundusühing",Neutraalne,Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Neutraalne,c. Innovatsiooni ja startupid tugistruktuur;d. Ettevõtlusklastrid ja ettevõtlusökosüsteemid;g. Online (veebifoorumid ja rakendused),4,3,a. Jah,"a. Online-uuringud;b. Õpitoad;c. Vestlus telefoni, veebikõne või kohtumise teel;d. Mobiilse hääletamise rakendus;e. Kogukonna projektijuhtimine",b. Üks tund päevas,
2020/06/15 2:49:35 PM UTC+3,127,127,Tallinn,Survey,Man,1992-08-18,1992-08-18,Mustamäe,3,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist",a. Facebook;c. YouTube;e. LinkedIn,messenger,3. Erasektor,"h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte","c. Avalikud teenused;d. Finants- ja asutamispartner;e. Akadeemiline uurimistöö ja ülikool;f. Erateadustegevus ja innovatsioon;g. Suur ettevõtte (IT või ehitustööstus);h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte;j. Rohujuuretasandi liikumine, kohalik ühing ja mittetulundusühing",Neutraalne,Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),a. Naabrusühendused ja linnaosaüritused;c. Innovatsiooni ja startupid tugistruktuur;d. Ettevõtlusklastrid ja ettevõtlusökosüsteemid,3,4,a. Jah,"a. Online-uuringud;c. Vestlus telefoni, veebikõne või kohtumise teel;e. Kogukonna projektijuhtimine",c. Üks tund nädalas,
2020/06/18 5:22:28 PM UTC+3,128,128,Tallinn,Survey,Man,1953-05-10,1971-01-01,Nõmme,1,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );h. Raadiost;i. Televisioonist",a. Facebook;c. YouTube;e. LinkedIn,Skype,3. Erasektor,"i. Sõltumatu disainer, arhitekt või arendaja",l. Individuaalne kodanik,Neutraalne,Neutraalne,Neutraalne,Neutraalne,g. Online (veebifoorumid ja rakendused),1,2,b. Ei,"c. Vestlus telefoni, veebikõne või kohtumise teel",f. Vähem kui üks tund aastas,
2020/06/29 1:18:46 PM UTC+3,129,129,Tallinn,Survey,Man,1996-05-13,2016-09-01,Mustamäe,1,"c. Suust suhu sõprade, pere ja naabrite seas",c. YouTube;e. LinkedIn,Viber,"2. Haridus, teadus ja innovatsioon",e. Akadeemiline uurimistöö ja ülikool,f. Erateadustegevus ja innovatsioon;g. Suur ettevõtte (IT või ehitustööstus),Neutraalne,Neutraalne,Neutraalne,Neutraalne,g. Online (veebifoorumid ja rakendused),2,2,b. Ei,d. Mobiilse hääletamise rakendus,f. Vähem kui üks tund aastas,
2019/11/13 10:36:30 AM UTC+8,130,130,Taipei,Survey,Man,1991-09-29,2010-01-07,Dà'ān/大安,8,a. 社交媒體（Facebook，Twitter，Youtube，LinkedIn，Instagram ...）;b. 通訊軟體（Line，WhatsApp，WeChat，Slack，Telegram ...）;c. 朋友、家人和鄰居之間的口耳相傳,a. Facebook;b. Twitter;c. Youtube;f. Instagram,a. Line;c. WeChat;f. Messenger,3. 私人部門,l. 個人公民,j. 草根運動、地方性協會或非營利組織;l. 個人公民,中立,親近（良好的關係和相互影響）,中立,親近（良好的關係和相互影響）,g. 網路上（網路論壇和其他應用程式）,5,3,a. 會,a. 網路上的研究調查;b. 實際參與研討會;d. 電子投票系統,c. 每週一個小時,
2019/11/13 12:27:16 PM UTC+8,131,131,Taipei,Survey,Man,1975-03-22,1975-03-22,Nángang/南港,3,d. 信息網站和互聯網;g. 報紙（專業新聞）,a. Facebook;c. Youtube,a. Line;f. Messenger,3. 私人部門,l. 個人公民,b. 政府（地方）;j. 草根運動、地方性協會或非營利組織,矛盾（不良的關係和態度對立）,矛盾（不良的關係和態度對立）,中立,親近（良好的關係和相互影響）,e. 都市基礎設施（如：公有房地產，公共交通系統，公共體育和休閒設施）;g. 網路上（網路論壇和其他應用程式）,1,4,a. 會,b. 實際參與研討會,b. 每天一個小時,
2019/11/13 12:44:19 PM UTC+8,132,132,Taipei,Survey,Man,2019-11-15,1980-12-01,Beitóu/北投,10,a. 社交媒體（Facebook，Twitter，Youtube，LinkedIn，Instagram ...）;b. 通訊軟體（Line，WhatsApp，WeChat，Slack，Telegram ...）;c. 朋友、家人和鄰居之間的口耳相傳;d. 信息網站和互聯網;e. 電子郵件和新聞通訊;g. 報紙（專業新聞）;i. 電視,a. Facebook;c. Youtube;e. LinkedIn;f. Instagram,a. Line;b. Whatsapp;c. WeChat;f. Messenger,2. 學術界（大學研究與創新相關）,f. 私人研究與創新公司,a. 政府（中央）;b. 政府（地方）;d. 資金與創始合夥人;h. 電商、新創企業或中小企業,親近（良好的關係和相互影響）,中立,中立,親近（良好的關係和相互影響）,b. 全球性活動和論壇;d. 商業群聚和創業生態系統;e. 都市基礎設施（如：公有房地產，公共交通系統，公共體育和休閒設施）;g. 網路上（網路論壇和其他應用程式）,5,2,a. 會,a. 網路上的研究調查;b. 實際參與研討會;c. 透過電話、網路電話或實際面談進行的一對一訪談;d. 電子投票系統,b. 每天一個小時,
2019/11/13 2:28:40 PM UTC+8,133,133,Taipei,Survey,Man,1968-02-01,1968-02-01,Nèihú/內湖,3,a. 社交媒體（Facebook，Twitter，Youtube，LinkedIn，Instagram ...）;b. 通訊軟體（Line，WhatsApp，WeChat，Slack，Telegram ...）;c. 朋友、家人和鄰居之間的口耳相傳;d. 信息網站和互聯網;e. 電子郵件和新聞通訊;i. 電視,a. Facebook,a. Line;c. WeChat;f. Messenger,3. 私人部門,l. 個人公民,j. 草根運動、地方性協會或非營利組織;k. 國際非政府組織和第三部門;l. 個人公民,中立,中立,中立,中立,a. 里民大會和社區活動;g. 網路上（網路論壇和其他應用程式）,3,3,b. 不會,a. 網路上的研究調查,c. 每週一個小時,
2019/11/13 8:08:23 PM UTC+8,134,134,Taipei,Survey,Man,1988-12-29,2017-01-01,Dà'ān/大安,3,a. 社交媒體（Facebook，Twitter，Youtube，LinkedIn，Instagram ...）;b. 通訊軟體（Line，WhatsApp，WeChat，Slack，Telegram ...）;c. 朋友、家人和鄰居之間的口耳相傳;d. 信息網站和互聯網;g. 報紙（專業新聞）;h. 廣播;i. 電視,a. Facebook;c. Youtube,a. Line;d. Slack;e. Telegram;f. Messenger,3. 私人部門,f. 私人研究與創新公司,a. 政府（中央）;b. 政府（地方）;d. 資金與創始合夥人;e. 學術研究與大學;f. 私人研究與創新公司;h. 電商、新創企業或中小企業,中立,中立,中立,中立,c. 創業和新創支援部門;d. 商業群聚和創業生態系統;g. 網路上（網路論壇和其他應用程式）,3,4,a. 會,a. 網路上的研究調查;b. 實際參與研討會;c. 透過電話、網路電話或實際面談進行的一對一訪談;d. 電子投票系統;e. 社區鄰里專案管理,c. 每週一個小時,
2019/11/13 9:20:02 AM UTC+8,135,135,Taipei,Survey,Man,1983-03-04,1983-03-04,Shìlín/士林,7,a. 社交媒體（Facebook，Twitter，Youtube，LinkedIn，Instagram ...）;b. 通訊軟體（Line，WhatsApp，WeChat，Slack，Telegram ...）;c. 朋友、家人和鄰居之間的口耳相傳;d. 信息網站和互聯網;e. 電子郵件和新聞通訊;g. 報紙（專業新聞）;h. 廣播;i. 電視,a. Facebook;c. Youtube,a. Line;f. Messenger,3. 私人部門,l. 個人公民,a. 政府（中央）;b. 政府（地方）;j. 草根運動、地方性協會或非營利組織;k. 國際非政府組織和第三部門;l. 個人公民,中立,中立,中立,中立,b. 全球性活動和論壇;g. 網路上（網路論壇和其他應用程式）,4,4,a. 會,a. 網路上的研究調查;b. 實際參與研討會;c. 透過電話、網路電話或實際面談進行的一對一訪談;d. 電子投票系統;e. 社區鄰里專案管理,c. 每週一個小時,
2019/11/14 11:41:42 AM UTC+8,136,136,Taipei,Survey,Man,1989-02-19,2011-06-22,Sōngshān/松山,4,a. 社交媒體（Facebook，Twitter，Youtube，LinkedIn，Instagram ...）;c. 朋友、家人和鄰居之間的口耳相傳;i. 電視,a. Facebook;c. Youtube;f. Instagram,a. Line;c. WeChat;f. Messenger,3. 私人部門,l. 個人公民,a. 政府（中央）;b. 政府（地方）;f. 私人研究與創新公司;l. 個人公民,矛盾（不良的關係和態度對立）,中立,中立,中立,c. 創業和新創支援部門;d. 商業群聚和創業生態系統;e. 都市基礎設施（如：公有房地產，公共交通系統，公共體育和休閒設施）;g. 網路上（網路論壇和其他應用程式）,5,3,a. 會,a. 網路上的研究調查;b. 實際參與研討會;c. 透過電話、網路電話或實際面談進行的一對一訪談;d. 電子投票系統,b. 每天一個小時,
2019/11/14 8:01:26 AM UTC+8,137,137,Taipei,Survey,Man,1985-01-19,1985-01-19,新北市中和,3,e. 電子郵件和新聞通訊;h. 廣播;i. 電視,a. Facebook,a. Line,4. 民間社會團體和第三部門 (志工團體）,l. 個人公民,c. 公共服務;j. 草根運動、地方性協會或非營利組織,中立,中立,中立,親近（良好的關係和相互影響）,g. 網路上（網路論壇和其他應用程式）,1,3,a. 會,a. 網路上的研究調查;b. 實際參與研討會;d. 電子投票系統,d. 每個月一個小時,
2019/11/16 4:16:04 PM UTC+8,138,138,Taipei,Survey,Man,1999-01-20,2017-09-01,Dà'ān/大安,8,a. 社交媒體（Facebook，Twitter，Youtube，LinkedIn，Instagram ...）;b. 通訊軟體（Line，WhatsApp，WeChat，Slack，Telegram ...）;d. 信息網站和互聯網,a. Facebook;c. Youtube;d. Medium;f. Instagram,a. Line;d. Slack,2. 學術界（大學研究與創新相關）,l. 個人公民,a. 政府（中央）;b. 政府（地方）;e. 學術研究與大學,親近（良好的關係和相互影響）,親近（良好的關係和相互影響）,中立,親近（良好的關係和相互影響）,b. 全球性活動和論壇;c. 創業和新創支援部門;g. 網路上（網路論壇和其他應用程式）,5,2,a. 會,a. 網路上的研究調查;b. 實際參與研討會;d. 電子投票系統,b. 每天一個小時,
2019/11/18 10:08:07 PM UTC+8,139,139,Taipei,Survey,Man,1974-11-07,1974-11-07,Shìlín/士林,4,a. 社交媒體（Facebook，Twitter，Youtube，LinkedIn，Instagram ...）;b. 通訊軟體（Line，WhatsApp，WeChat，Slack，Telegram ...）;c. 朋友、家人和鄰居之間的口耳相傳;d. 信息網站和互聯網;f. 印刷傳播（書籍，傳單，獨立維權報紙...）;g. 報紙（專業新聞）;h. 廣播,a. Facebook;b. Twitter;c. Youtube;d. Medium,a. Line;d. Slack;e. Telegram;f. Messenger,3. 私人部門,l. 個人公民,a. 政府（中央）;b. 政府（地方）;c. 公共服務;d. 資金與創始合夥人;h. 電商、新創企業或中小企業;i. 獨立設計師、建築師或開發商,中立,親近（良好的關係和相互影響）,親近（良好的關係和相互影響）,中立,a. 里民大會和社區活動;c. 創業和新創支援部門;d. 商業群聚和創業生態系統;g. 網路上（網路論壇和其他應用程式）,2,3,a. 會,a. 網路上的研究調查;b. 實際參與研討會;c. 透過電話、網路電話或實際面談進行的一對一訪談;d. 電子投票系統;e. 社區鄰里專案管理,c. 每週一個小時,
2019/11/19 2:30:00 PM UTC+8,140,140,Taipei,Survey,Man,1993-10-15,2012-07-01,Zhōngshān/中山,6,a. 社交媒體（Facebook，Twitter，Youtube，LinkedIn，Instagram ...）;d. 信息網站和互聯網;g. 報紙（專業新聞）;i. 電視,a. Facebook;b. Twitter;c. Youtube;f. Instagram,a. Line;d. Slack;e. Telegram;f. Messenger,3. 私人部門,h. 電商、新創企業或中小企業,h. 電商、新創企業或中小企業;i. 獨立設計師、建築師或開發商;j. 草根運動、地方性協會或非營利組織;k. 國際非政府組織和第三部門;l. 個人公民,中立,中立,親近（良好的關係和相互影響）,親近（良好的關係和相互影響）,b. 全球性活動和論壇;c. 創業和新創支援部門;g. 網路上（網路論壇和其他應用程式）,5,4,a. 會,a. 網路上的研究調查;b. 實際參與研討會;d. 電子投票系統,c. 每週一個小時,
2019/11/20 10:41:10 PM UTC+8,141,141,Taipei,Survey,Man,1982-07-18,2008-04-01,Zhōngshān/中山,4,a. 社交媒體（Facebook，Twitter，Youtube，LinkedIn，Instagram ...）;b. 通訊軟體（Line，WhatsApp，WeChat，Slack，Telegram ...）;c. 朋友、家人和鄰居之間的口耳相傳;d. 信息網站和互聯網;e. 電子郵件和新聞通訊,b. Twitter;c. Youtube;d. Medium,a. Line;d. Slack;e. Telegram;f. Messenger,4. 民間社會團體和第三部門 (志工團體）,l. 個人公民,a. 政府（中央）;b. 政府（地方）;c. 公共服務;f. 私人研究與創新公司;g. 財團法人（資訊科技或營造業相關）;i. 獨立設計師、建築師或開發商;j. 草根運動、地方性協會或非營利組織;l. 個人公民,中立,中立,中立,親近（良好的關係和相互影響）,b. 全球性活動和論壇;c. 創業和新創支援部門;d. 商業群聚和創業生態系統;g. 網路上（網路論壇和其他應用程式）,5,4,a. 會,a. 網路上的研究調查;d. 電子投票系統,b. 每天一個小時,
2019/11/20 7:02:33 PM UTC+8,142,142,Taipei,Survey,Man,2019-11-20,2019-09-04,Dà'ān/大安,7,a. 社交媒體（Facebook，Twitter，Youtube，LinkedIn，Instagram ...）;d. 信息網站和互聯網;f. 印刷傳播（書籍，傳單，獨立維權報紙...）;g. 報紙（專業新聞）,a. Facebook;e. LinkedIn,a. Line;b. Whatsapp,2. 學術界（大學研究與創新相關）,e. 學術研究與大學,g. 財團法人（資訊科技或營造業相關）;j. 草根運動、地方性協會或非營利組織;k. 國際非政府組織和第三部門,中立,親近（良好的關係和相互影響）,中立,親近（良好的關係和相互影響）,b. 全球性活動和論壇;d. 商業群聚和創業生態系統,4,3,a. 會,b. 實際參與研討會;e. 社區鄰里專案管理,c. 每週一個小時,
